item_id,Title,Director,Stars,IMDB,Category,Duration,Censor,Released,videoID,thumbnail,Final Emotion
443,Barry Lyndon,StanleyKubrick,"""RyanONeal,"", MarisaBerenson, PatrickMagee, HardyKrüger",8.1,"Adventure,Drama,War",185min,U,1975,RcLZU3_XNMo,https://img.youtube.com/vi/RcLZU3_XNMo/maxresdefault.jpg,Neutral
444,Dogville,LarsvonTrier,"NicoleKidman, PaulBettany, LaurenBacall, HarrietAndersson",8,"Crime,Drama",178min,7,2003,5c4jEEpUsYs,https://img.youtube.com/vi/5c4jEEpUsYs/maxresdefault.jpg,Angry
445,La piel que habito,PedroAlmodóvar,"AntonioBanderas, ElenaAnaya, JanCornet, MarisaParedes",7.6,"Drama,Horror,Thriller",120min,R,2011,sxdmpv5Hl_g,https://img.youtube.com/vi/sxdmpv5Hl_g/maxresdefault.jpg,Sad
446,The Thin Red Line,TerrenceMalick,"JimCaviezel, SeanPenn, NickNolte, KirkAcevedo",7.6,"Drama,History,War",170min,A,1998,mKl5_OxKBn8,https://img.youtube.com/vi/mKl5_OxKBn8/maxresdefault.jpg,Angry
447,Boyhood,RichardLinklater,"EllarColtrane, PatriciaArquette, EthanHawke, ElijahSmith",7.9,Drama,165min,A,2014,Y0oX0xiwOv8,https://img.youtube.com/vi/Y0oX0xiwOv8/maxresdefault.jpg,Neutral
448,Empire of the Sun,StevenSpielberg,"ChristianBale, JohnMalkovich, MirandaRichardson, NigelHavers",7.7,"Drama,History,War",153min,U,1987,eimgRedLkkU,https://img.youtube.com/vi/eimgRedLkkU/maxresdefault.jpg,Angry
449,Close Encounters of the Third Kind,StevenSpielberg,"RichardDreyfuss, FrançoisTruffaut, TeriGarr, MelindaDillon",7.6,"Drama,Sci-Fi",138min,U,1977,dSpQ3G08k48,https://img.youtube.com/vi/dSpQ3G08k48/maxresdefault.jpg,Neutral
450,Walk the Line,JamesMangold,"JoaquinPhoenix, ReeseWitherspoon, GinniferGoodwin, RobertPatrick",7.8,"Biography,Drama,Music",136min,U,2005,jh169rVMveA,https://img.youtube.com/vi/jh169rVMveA/maxresdefault.jpg,Happy
451,Being John Malkovich,SpikeJonze,"JohnCusack, CameronDiaz, CatherineKeener, JohnMalkovich",7.8,"Comedy,Drama,Fantasy",113min,R,1999,Q6Fuxkinhug,https://img.youtube.com/vi/Q6Fuxkinhug/maxresdefault.jpg,Happy
452,Creed,RyanCoogler,"MichaelB.Jordan, SylvesterStallone, TessaThompson, PhyliciaRashad",7.6,"Action,Drama,Sport",133min,UA,2015,qnkuBUAwfe0,https://img.youtube.com/vi/qnkuBUAwfe0/maxresdefault.jpg,Angry
453,Butch Cassidy and the Sundance Kid,GeorgeRoyHill,"PaulNewman, RobertRedford, KatharineRoss, StrotherMartin",8,"Biography,Crime,Drama",110min,U,1969,h1RBo94ud2k,https://img.youtube.com/vi/h1RBo94ud2k/maxresdefault.jpg,Angry
454,El secreto de sus ojos,JuanJoséCampanella,"RicardoDarín, SoledadVillamil, PabloRago, CarlaQuevedo",8.2,"Drama,Mystery,Romance",129min,R,2009,GqdLlefQ8gU,https://img.youtube.com/vi/GqdLlefQ8gU/maxresdefault.jpg,Sad
455,JFK,OliverStone,"KevinCostner, GaryOldman, JackLemmon, WalterMatthau",8,"Drama,History,Thriller",189min,UA,1991,9G-nZvhB5K0,https://img.youtube.com/vi/9G-nZvhB5K0/maxresdefault.jpg,Sad
456,Serbuan maut,GarethEvans,"IkoUwais, AnandaGeorge, RaySahetapy, DonnyAlamsyah",7.6,"Action,Crime,Thriller",101min,A,2011,B8j5IA0L_MI,https://img.youtube.com/vi/B8j5IA0L_MI/maxresdefault.jpg,Angry
457,Chung Hing sam lam,Kar-WaiWong,"BrigitteLin, TakeshiKaneshiro, TonyChiu-WaiLeung, FayeWong",8,"Comedy,Crime,Drama",102min,U,1994,C3NDz_7KP2g,https://img.youtube.com/vi/C3NDz_7KP2g/maxresdefault.jpg,Angry
458,My Fair Lady,GeorgeCukor,"AudreyHepburn, RexHarrison, StanleyHolloway, WilfridHyde-White",7.8,"Drama,Family,Musical",170min,U,1964,ZJBM6qs22sE,https://img.youtube.com/vi/ZJBM6qs22sE/maxresdefault.jpg,Happy
459,Carlitos Way,BrianDePalma,"AlPacino, SeanPenn, PenelopeAnnMiller, JohnLeguizamo",7.9,"Crime,Drama,Thriller",144min,A,1993,PuKKL3tOXfo,https://img.youtube.com/vi/PuKKL3tOXfo/maxresdefault.jpg,Angry
460,End of Watch,DavidAyer,"JakeGyllenhaal, MichaelPeña, AnnaKendrick, AmericaFerrera",7.6,"Action,Adventure,Crime",109min,A,2012,9mQYxib26FM,https://img.youtube.com/vi/9mQYxib26FM/maxresdefault.jpg,Angry
461,Sound of Metal,DariusMarder,"RizAhmed, OliviaCooke, PaulRaci, LaurenRidloff",7.7,"Drama,Music",120min,18,2019,VFOrGkAvjAE,https://img.youtube.com/vi/VFOrGkAvjAE/maxresdefault.jpg,Happy
462,Before Sunset,RichardLinklater,"EthanHawke, JulieDelpy, VernonDobtcheff, LouiseLemoineTorrès",8.1,"Drama,Romance",80min,A,2004,oI3UuneLcyU,https://img.youtube.com/vi/oI3UuneLcyU/maxresdefault.jpg,Happy
463,The Birds,AlfredHitchcock,"RodTaylor, TippiHedren, JessicaTandy, SuzannePleshette",7.7,"Drama,Horror,Mystery",119min,A,1963,nYTrIcn4rjg,https://img.youtube.com/vi/nYTrIcn4rjg/maxresdefault.jpg,Sad
464,Captain Phillips,PaulGreengrass,"TomHanks, BarkhadAbdi, BarkhadAbdirahman, CatherineKeener",7.8,"Action,Biography,Crime",134min,UA,2013,GEyM01dAxp8,https://img.youtube.com/vi/GEyM01dAxp8/maxresdefault.jpg,Angry
465,Fried Green Tomatoes,JonAvnet,"KathyBates, JessicaTandy, MaryStuartMasterson, Mary-LouiseParker",7.7,Drama,130min,U,1991,f0FTGR2K-7M,https://img.youtube.com/vi/f0FTGR2K-7M/maxresdefault.jpg,Neutral
466,Glory,EdwardZwick,"MatthewBroderick, DenzelWashington, CaryElwes, MorganFreeman",7.8,"Biography,Drama,History",122min,U,1989,YLuOr02bTJ0,https://img.youtube.com/vi/YLuOr02bTJ0/maxresdefault.jpg,Neutral
467,Adaptation.,SpikeJonze,"NicolasCage, MerylStreep, ChrisCooper, TildaSwinton",7.7,"Comedy,Drama",115min,R,2002,n3OWsRFtTeI,https://img.youtube.com/vi/n3OWsRFtTeI/maxresdefault.jpg,Happy
468,Dawn of the Planet of the Apes,MattReeves,"GaryOldman, KeriRussell, AndySerkis, KodiSmit-McPhee",7.6,"Action,Adventure,Drama",130min,UA,2014,DpSaTrW4leg,https://img.youtube.com/vi/DpSaTrW4leg/maxresdefault.jpg,Angry
469,The Bourne Supremacy,PaulGreengrass,"MattDamon, FrankaPotente, JoanAllen, BrianCox",7.7,"Action,Mystery,Thriller",108min,A,2004,Y-HqyyfBbSo,https://img.youtube.com/vi/Y-HqyyfBbSo/maxresdefault.jpg,Angry
470,La haine,MathieuKassovitz,"VincentCassel, HubertKoundé, SaïdTaghmaoui, AbdelAhmedGhili",8.1,"Crime,Drama",98min,NotRated,1995,I6Pf34_pkdQ,https://img.youtube.com/vi/I6Pf34_pkdQ/maxresdefault.jpg,Angry
471,The Jungle Book,WolfgangReitherman,"PhilHarris, SebastianCabot, LouisPrima, BruceReitherman",7.6,"Animation,Adventure,Comedy",78min,U,1967,9Osvu-iaRdk,https://img.youtube.com/vi/9Osvu-iaRdk/maxresdefault.jpg,Happy
472,Per un pugno di dollari,SergioLeone,"ClintEastwood, GianMariaVolontè, MarianneKoch, WolfgangLukschy",7.9,"Action,Drama,Western",99min,A,1964,y6o5yThjQZ0,https://img.youtube.com/vi/y6o5yThjQZ0/maxresdefault.jpg,Angry
473,The Color Purple,StevenSpielberg,"DannyGlover, WhoopiGoldberg, OprahWinfrey, MargaretAvery",7.7,Drama,154min,U,1985,MEaT6Rl3dGY,https://img.youtube.com/vi/MEaT6Rl3dGY/maxresdefault.jpg,Neutral
474,The Sting,GeorgeRoyHill,"PaulNewman, RobertRedford, RobertShaw, CharlesDurning",8.3,"Comedy,Crime,Drama",129min,U,1973,_mrNhIxOGzw,https://img.youtube.com/vi/_mrNhIxOGzw/maxresdefault.jpg,Angry
475,Annie Hall,WoodyAllen,"WoodyAllen, DianeKeaton, TonyRoberts, CarolKane",8,"Comedy,Romance",93min,A,1977,OqVgCfZX-yE,https://img.youtube.com/vi/OqVgCfZX-yE/maxresdefault.jpg,Happy
476,The Nightmare Before Christmas,HenrySelick,"DannyElfman, ChrisSarandon, ""CatherineOHara,"", WilliamHickey",7.9,"Animation,Family,Fantasy",76min,U,1993,ZVuToMilP0A,https://img.youtube.com/vi/ZVuToMilP0A/maxresdefault.jpg,Happy
477,Gandhi,RichardAttenborough,"BenKingsley, JohnGielgud, RohiniHattangadi, RoshanSeth",8.1,"Biography,Drama",191min,U,1982,gddcUtzsKgg,https://img.youtube.com/vi/gddcUtzsKgg/maxresdefault.jpg,Neutral
478,Baahubali 2: The Conclusion,S.S.Rajamouli,"Prabhas, RanaDaggubati, AnushkaShetty, TamannaahBhatia",8.2,"Action,Drama",167min,UA,2017,Q5A-m987Y4I,https://img.youtube.com/vi/Q5A-m987Y4I/maxresdefault.jpg,Angry
479,The Elephant Man,DavidLynch,"AnthonyHopkins, JohnHurt, AnneBancroft, JohnGielgud",8.2,"Biography,Drama",124min,UA,1980,AQxuYaFgIWQ,https://img.youtube.com/vi/AQxuYaFgIWQ/maxresdefault.jpg,Neutral
480,After Hours,MartinScorsese,"GriffinDunne, RosannaArquette, VernaBloom, TommyChong",7.6,"Comedy,Crime,Drama",97min,UA,1985,ygTZZpVkmKg,https://img.youtube.com/vi/ygTZZpVkmKg/maxresdefault.jpg,Angry
481,Kimetsu no Yaiba: Mugen Ressha-Hen,HaruoSotozaki,"NatsukiHanae, AkariKitô, YoshitsuguMatsuoka, HiroShimono",8.2,"Animation,Action,Adventure",117min,UA,2020,ATJYac_dORw,https://img.youtube.com/vi/ATJYac_dORw/maxresdefault.jpg,Angry
482,The Bourne Ultimatum,PaulGreengrass,"MattDamon, EdgarRamírez, JoanAllen, JuliaStiles",8,"Action,Mystery,Thriller",115min,UA,2007,ZT2ZxjUjSo0,https://img.youtube.com/vi/ZT2ZxjUjSo0/maxresdefault.jpg,Angry
483,Papillon,FranklinJ.Schaffner,"SteveMcQueen, DustinHoffman, VictorJory, DonGordon",8,"Biography,Crime,Drama",151min,R,1973,xqj7XOv9mC8,https://img.youtube.com/vi/xqj7XOv9mC8/maxresdefault.jpg,Angry
484,Koe no katachi,NaokoYamada,"MiyuIrino, SaoriHayami, AoiYûki, KenshôOno",8.1,"Animation,Drama",130min,16,2016,xh3nGdZa1ZI,https://img.youtube.com/vi/xh3nGdZa1ZI/maxresdefault.jpg,Neutral
485,Die Hard: With a Vengeance,JohnMcTiernan,"BruceWillis, JeremyIrons, SamuelL.Jackson, GrahamGreene",7.6,"Action,Adventure,Thriller",128min,A,1995,tKog2qtJeV4,https://img.youtube.com/vi/tKog2qtJeV4/maxresdefault.jpg,Neutral
486,The Conversation,FrancisFordCoppola,"GeneHackman, JohnCazale, AllenGarfield, FredericForrest",7.8,"Drama,Mystery,Thriller",113min,U,1974,dgAdI4pxlTM,https://img.youtube.com/vi/dgAdI4pxlTM/maxresdefault.jpg,Sad
487,Hachi: A Dogs Tale,LasseHallström,"RichardGere, JoanAllen, Cary-HiroyukiTagawa, SarahRoemer",8.1,"Biography,Drama,Family",93min,U,2009,Ftp-BAWJYuM,https://img.youtube.com/vi/Ftp-BAWJYuM/maxresdefault.jpg,Happy
488,Traffic,StevenSoderbergh,"MichaelDouglas, BenicioDelToro, CatherineZeta-Jones, JacobVargas",7.6,"Crime,Drama,Thriller",147min,A,2000,fqL4ILNrPzs,https://img.youtube.com/vi/fqL4ILNrPzs/maxresdefault.jpg,Angry
489,The Iron Giant,BradBird,"EliMarienthal, HarryConnickJr., JenniferAniston, VinDiesel",8.1,"Animation,Action,Adventure",86min,U,1999,CNvxCDSSVfo,https://img.youtube.com/vi/CNvxCDSSVfo/maxresdefault.jpg,Angry
490,Snow White and the Seven Dwarfs,"WilliamCottrell,","WilfredJackson, LarryMorey, PercePearce, BenSharpsteen, , AdrianaCaselotti, HarryStockwell, LucilleLaVerne, RoyAtwell",7.6,"Animation,Adventure,Family",83min,U,1937,iM2Fws06bFY,https://img.youtube.com/vi/iM2Fws06bFY/maxresdefault.jpg,Happy
491,Rushmore,WesAnderson,"JasonSchwartzman, BillMurray, OliviaWilliams, SeymourCassel",7.6,"Comedy,Drama,Romance",93min,UA,1998,6ZVdXXG3KN8,https://img.youtube.com/vi/6ZVdXXG3KN8/maxresdefault.jpg,Happy
492,How to Train Your Dragon 2,DeanDeBlois,"JayBaruchel, CateBlanchett, GerardButler, CraigFerguson",7.8,"Animation,Action,Adventure",102min,U,2014,IvFBobchMoc,https://img.youtube.com/vi/IvFBobchMoc/maxresdefault.jpg,Angry
493,Billy Elliot,StephenDaldry,"JamieBell, JulieWalters, JeanHeywood, JamieDraven",7.7,"Drama,Music",110min,UA,2000,69RNNex-sig,https://img.youtube.com/vi/69RNNex-sig/maxresdefault.jpg,Happy
494,Solaris,AndreiTarkovsky,"NatalyaBondarchuk, DonatasBanionis, JüriJärvet, VladislavDvorzhetskiy",8,"Drama,Mystery,Sci-Fi",167min,U,1972,Z8ZhQPaw4rE,https://img.youtube.com/vi/Z8ZhQPaw4rE/maxresdefault.jpg,Sad
495,Before Midnight,RichardLinklater,"EthanHawke, JulieDelpy, SeamusDavey-Fitzpatrick, ArianeLabed",7.9,"Drama,Romance",109min,R,2013,Kv6JWoVKlGY,https://img.youtube.com/vi/Kv6JWoVKlGY/maxresdefault.jpg,Happy
496,The Last Picture Show,PeterBogdanovich,"TimothyBottoms, JeffBridges, CybillShepherd, BenJohnson",8,"Drama,Romance",118min,U,1971,5LoWGwN4ToE,https://img.youtube.com/vi/5LoWGwN4ToE/maxresdefault.jpg,Happy
497,Stalker,AndreiTarkovsky,"AlisaFreyndlikh, AleksandrKaydanovskiy, AnatoliySolonitsyn, NikolayGrinko",8.1,"Drama,Sci-Fi",162min,U,1979,Q3hBLv-HLEc,https://img.youtube.com/vi/Q3hBLv-HLEc/maxresdefault.jpg,Neutral
498,In the Name of the Father,JimSheridan,"DanielDay-Lewis, PetePostlethwaite, AlisonCrosbie, PhilipKing",8.1,"Biography,Crime,Drama",133min,UA,1993,yUjOZr0-tss,https://img.youtube.com/vi/yUjOZr0-tss/maxresdefault.jpg,Angry
499,Relatos salvajes,DamiánSzifron,"DaríoGrandinetti, MaríaMarull, MónicaVilla, DiegoStarosta",8.1,"Comedy,Drama,Thriller",122min,18,2014,aaowYFm8rME,https://img.youtube.com/vi/aaowYFm8rME/maxresdefault.jpg,Sad
500,127 Hours,DannyBoyle,"JamesFranco, AmberTamblyn, KateMara, SeanBott",7.6,"Biography,Drama",94min,UA,2010,OlhLOWTnVoQ,https://img.youtube.com/vi/OlhLOWTnVoQ/maxresdefault.jpg,Neutral
501,Isle of Dogs,WesAnderson,"BryanCranston, KoyuRankin, EdwardNorton, BobBalaban",7.8,"Animation,Adventure,Comedy",101min,U,2018,dt__kig8PVU,https://img.youtube.com/vi/dt__kig8PVU/maxresdefault.jpg,Happy
502,The French Connection,WilliamFriedkin,"GeneHackman, RoyScheider, FernandoRey, TonyLoBianco",7.7,"Action,Crime,Drama",104min,A,1971,ncWxtpXn3gA,https://img.youtube.com/vi/ncWxtpXn3gA/maxresdefault.jpg,Angry
503,The Wrestler,DarrenAronofsky,"MickeyRourke, MarisaTomei, EvanRachelWood, MarkMargolis",7.9,"Drama,Sport",109min,UA,2008,sb_3L7ONino,https://img.youtube.com/vi/sb_3L7ONino/maxresdefault.jpg,Neutral
504,The King of Comedy,MartinScorsese,"RobertDeNiro, JerryLewis, DiahnneAbbott, SandraBernhard",7.8,"Comedy,Crime,Drama",109min,U,1982,3emskhxbHXE,https://img.youtube.com/vi/3emskhxbHXE/maxresdefault.jpg,Angry
505,Sling Blade,BillyBobThornton,"BillyBobThornton, DwightYoakam, J.T.Walsh, JohnRitter",8,Drama,135min,R,1996,sAgSUFT4cVk,https://img.youtube.com/vi/sAgSUFT4cVk/maxresdefault.jpg,Neutral
506,Batoru rowaiaru,KinjiFukasaku,"TatsuyaFujiwara, AkiMaeda, TarôYamamoto, ChiakiKuriyama",7.6,"Action,Adventure,Drama",114min,18,2000,N0p1t-dC7Ko,https://img.youtube.com/vi/N0p1t-dC7Ko/maxresdefault.jpg,Angry
507,The Apartment,BillyWilder,"JackLemmon, ShirleyMacLaine, FredMacMurray, RayWalston",8.3,"Comedy,Drama,Romance",125min,U,1960,OcslkrBMLGc,https://img.youtube.com/vi/OcslkrBMLGc/maxresdefault.jpg,Happy
508,Diarios de motocicleta,WalterSalles,"GaelGarcíaBernal, RodrigodelaSerna, MíaMaestro, MercedesMorán",7.8,"Adventure,Biography,Drama",126min,U,2004,mMSwgG4UOWo,https://img.youtube.com/vi/mMSwgG4UOWo/maxresdefault.jpg,Happy
509,"Paris, Texas",WimWenders,"HarryDeanStanton, NastassjaKinski, DeanStockwell, SamBerry",8,Drama,145min,U,1984,X6ymVaq3Fqk,https://img.youtube.com/vi/X6ymVaq3Fqk/maxresdefault.jpg,Neutral
510,Bonnie and Clyde,ArthurPenn,"WarrenBeatty, FayeDunaway, MichaelJ.Pollard, GeneHackman",7.7,"Action,Biography,Crime",111min,A,1967,hl5t3TyP8aY,https://img.youtube.com/vi/hl5t3TyP8aY/maxresdefault.jpg,Angry
511,Det sjunde inseglet,IngmarBergman,"MaxvonSydow, GunnarBjörnstrand, BengtEkerot, NilsPoppe",8.1,"Drama,Fantasy",96min,A,1957,f4yXBIigZbg,https://img.youtube.com/vi/f4yXBIigZbg/maxresdefault.jpg,Neutral
512,Dawn of the Dead,GeorgeA.Romero,"DavidEmge, KenForee, ScottH.Reiniger, GaylenRoss",7.8,"Horror,Thriller",127min,A,1978,Aq-oVyxJJUs,https://img.youtube.com/vi/Aq-oVyxJJUs/maxresdefault.jpg,Sad
513,Serpico,SidneyLumet,"AlPacino, JohnRandolph, JackKehoe, BiffMcGuire",7.7,"Biography,Crime,Drama",130min,A,1973,Dj_2Qqg14MA,https://img.youtube.com/vi/Dj_2Qqg14MA/maxresdefault.jpg,Angry
514,Vikram Vedha,"Gayatri,",", Madhavan, VijaySethupathi, ShraddhaSrinath, Kathir",8.2,"Action,Crime,Drama",147min,UA,2017,7_-fTlskezg,https://img.youtube.com/vi/7_-fTlskezg/maxresdefault.jpg,Angry
515,What Ever Happened to Baby Jane?,RobertAldrich,"BetteDavis, JoanCrawford, VictorBuono, WesleyAddy",8,"Drama,Horror,Thriller",134min,A,1962,Cth9aakWf38,https://img.youtube.com/vi/Cth9aakWf38/maxresdefault.jpg,Sad
516,Gake no ue no Ponyo,HayaoMiyazaki,"CateBlanchett, MattDamon, LiamNeeson, TomokoYamaguchi",7.6,"Animation,Adventure,Comedy",101min,U,2008,evO35dDsSvA,https://img.youtube.com/vi/evO35dDsSvA/maxresdefault.jpg,Happy
517,21 Grams,AlejandroG.Iñárritu,"SeanPenn, BenicioDelToro, NaomiWatts, DannyHuston",7.7,"Crime,Drama,Thriller",124min,UA,2003,x_tPi8pYzSw,https://img.youtube.com/vi/x_tPi8pYzSw/maxresdefault.jpg,Angry
518,Ip Man,WilsonYip,"DonnieYen, SimonYam, Siu-WongFan, Ka-TungLam",8,"Action,Biography,Drama",106min,R,2008,jXeUmobQUOM,https://img.youtube.com/vi/jXeUmobQUOM/maxresdefault.jpg,Angry
519,Cool Hand Luke,StuartRosenberg,"PaulNewman, GeorgeKennedy, StrotherMartin, J.D.Cannon",8.1,"Crime,Drama",127min,A,1967,_WUyZXhLHMk,https://img.youtube.com/vi/_WUyZXhLHMk/maxresdefault.jpg,Angry
520,The Insider,MichaelMann,"RussellCrowe, AlPacino, ChristopherPlummer, DianeVenora",7.8,"Biography,Drama,Thriller",157min,UA,1999,6kZaJhZMgs0,https://img.youtube.com/vi/6kZaJhZMgs0/maxresdefault.jpg,Sad
521,Night of the Living Dead,GeorgeA.Romero,"DuaneJones, ""JudithODea,"", KarlHardman, MarilynEastman",7.8,"Horror,Thriller",96min,A,1968,Rx8cXdFkVeA,https://img.youtube.com/vi/Rx8cXdFkVeA/maxresdefault.jpg,Sad
522,Jai Bhim,T.J.Gnanavel,"Suriya, LijoMolJose, ManikandanK., RajishaVijayan",8.9,"Crime,Drama,Mystery",164min,A,2021,nnXpbTFrqXA,https://img.youtube.com/vi/nnXpbTFrqXA/maxresdefault.jpg,Angry
523,On the Waterfront,EliaKazan,"MarlonBrando, KarlMalden, LeeJ.Cobb, RodSteiger",8.1,"Crime,Drama,Thriller",108min,A,1954,vOdYAXOfLMc,https://img.youtube.com/vi/vOdYAXOfLMc/maxresdefault.jpg,Angry
524,October Sky,JoeJohnston,"JakeGyllenhaal, ChrisCooper, LauraDern, ChrisOwen",7.8,"Biography,Drama,Family",108min,PG,1999,zxJQgYPXjN4,https://img.youtube.com/vi/zxJQgYPXjN4/maxresdefault.jpg,Happy
525,Jodaeiye Nader az Simin,AsgharFarhadi,"PaymanMaadi, LeilaHatami, SarehBayat, ShahabHosseini",8.3,Drama,123min,7,2011,58Onuy5USTc,https://img.youtube.com/vi/58Onuy5USTc/maxresdefault.jpg,Neutral
526,Lola rennt,TomTykwer,"FrankaPotente, MoritzBleibtreu, HerbertKnaup, NinaPetri",7.7,"Action,Crime,Thriller",81min,UA,1998,e-iocoDCqGQ,https://img.youtube.com/vi/e-iocoDCqGQ/maxresdefault.jpg,Angry
527,The Fall,TarsemSingh,"LeePace, CatincaUntaru, JustineWaddell, KimUylenbroek",7.8,"Adventure,Drama,Fantasy",117min,R,2006,h4P34ecf-IQ,https://img.youtube.com/vi/h4P34ecf-IQ/maxresdefault.jpg,Happy
528,PK,RajkumarHirani,"AamirKhan, AnushkaSharma, SanjayDutt, BomanIrani",8.1,"Comedy,Drama,Sci-Fi",153min,UA,2014,7ffBKmRPO-Q,https://img.youtube.com/vi/7ffBKmRPO-Q/maxresdefault.jpg,Happy
529,Glengarry Glen Ross,JamesFoley,"AlPacino, JackLemmon, AlecBaldwin, AlanArkin",7.7,"Crime,Drama,Mystery",100min,R,1992,elrnAl6ygeM,https://img.youtube.com/vi/elrnAl6ygeM/maxresdefault.jpg,Angry
530,Mississippi Burning,AlanParker,"GeneHackman, WillemDafoe, FrancesMcDormand, BradDourif",7.8,"Crime,Drama,History",128min,A,1988,N57vzrSEDCw,https://img.youtube.com/vi/N57vzrSEDCw/maxresdefault.jpg,Angry
531,Searching,AneeshChaganty,"JohnCho, DebraMessing, JosephLee, MichelleLa",7.6,"Drama,Mystery,Thriller",102min,U/A,2018,3Ro9ebQxEOY,https://img.youtube.com/vi/3Ro9ebQxEOY/maxresdefault.jpg,Sad
532,In the Heat of the Night,NormanJewison,"SidneyPoitier, RodSteiger, WarrenOates, LeeGrant",7.9,"Drama,Mystery,Thriller",110min,U,1967,xrJd059ibws,https://img.youtube.com/vi/xrJd059ibws/maxresdefault.jpg,Sad
533,Kung fu,StephenChow,"StephenChow, WahYuen, QiuYuen, Siu-LungLeung",7.7,"Action,Comedy,Fantasy",99min,UA,2004,1TvBI4-6PKg,https://img.youtube.com/vi/1TvBI4-6PKg/maxresdefault.jpg,Angry
534,The Outlaw Josey Wales,ClintEastwood,"ClintEastwood, SondraLocke, ChiefDanGeorge, BillMcKinney",7.8,Western,135min,UA,1976,pAxkpE96Wj0,https://img.youtube.com/vi/pAxkpE96Wj0/maxresdefault.jpg,Neutral
535,Network,SidneyLumet,"FayeDunaway, WilliamHolden, PeterFinch, RobertDuvall",8.1,Drama,121min,UA,1976,Hizdc4XVJ1E,https://img.youtube.com/vi/Hizdc4XVJ1E/maxresdefault.jpg,Neutral
536,Ordinary People,RobertRedford,"DonaldSutherland, MaryTylerMoore, JuddHirsch, TimothyHutton",7.7,Drama,124min,U,1980,PIh07c_P4hc,https://img.youtube.com/vi/PIh07c_P4hc/maxresdefault.jpg,Neutral
537,Roma,AlfonsoCuarón,"YalitzaAparicio, MarinadeTavira, DiegoCortinaAutrey, CarlosPeralta",7.7,Drama,135min,16,2018,sB7xbWrPKjU,https://img.youtube.com/vi/sB7xbWrPKjU/maxresdefault.jpg,Neutral
538,Roman Holiday,WilliamWyler,"GregoryPeck, AudreyHepburn, EddieAlbert, HartleyPower",8,"Comedy,Romance",118min,U,1953,ELb4S8P3q20,https://img.youtube.com/vi/ELb4S8P3q20/maxresdefault.jpg,Happy
539,Dangal,NiteshTiwari,"AamirKhan, SakshiTanwar, FatimaSanaShaikh, SanyaMalhotra",8.3,"Action,Biography,Drama",161min,U,2016,jMfvlh0tjyo,https://img.youtube.com/vi/jMfvlh0tjyo/maxresdefault.jpg,Angry
540,Ran,AkiraKurosawa,"TatsuyaNakadai, AkiraTerao, JinpachiNezu, DaisukeRyû",8.2,"Action,Drama,War",162min,U,1985,KpYiKvTcCao,https://img.youtube.com/vi/KpYiKvTcCao/maxresdefault.jpg,Angry
541,This Is England,ShaneMeadows,"ThomasTurgoose, StephenGraham, JoHartley, AndrewShim",7.7,"Crime,Drama",101min,A,2006,MiQM6_Lrk6k,https://img.youtube.com/vi/MiQM6_Lrk6k/maxresdefault.jpg,Angry
542,La migliore offerta,GiuseppeTornatore,"GeoffreyRush, JimSturgess, SylviaHoeks, DonaldSutherland",7.8,"Crime,Drama,Mystery",131min,R,2013,zJGleGyahC8,https://img.youtube.com/vi/zJGleGyahC8/maxresdefault.jpg,Angry
543,The Remains of the Day,JamesIvory,"AnthonyHopkins, EmmaThompson, JohnHaycraft, ChristopherReeve",7.8,"Drama,Romance",134min,U,1993,azbtlA0ya6U,https://img.youtube.com/vi/azbtlA0ya6U/maxresdefault.jpg,Happy
544,Paths of Glory,StanleyKubrick,"KirkDouglas, RalphMeeker, AdolpheMenjou, GeorgeMacready",8.4,"Drama,War",88min,A,1957,0gyyGHHXfck,https://img.youtube.com/vi/0gyyGHHXfck/maxresdefault.jpg,Angry
545,Clerks,KevinSmith,"""BrianOHalloran,"", JeffAnderson, MarilynGhigliotti, LisaSpoonauer",7.7,Comedy,92min,U,1994,Mlfn5n-E2WE,https://img.youtube.com/vi/Mlfn5n-E2WE/maxresdefault.jpg,Happy
546,Hotel Rwanda,TerryGeorge,"DonCheadle, SophieOkonedo, JoaquinPhoenix, XolaniMali",8.1,"Biography,Drama,History",121min,UA,2004,2x8UzELvKlY,https://img.youtube.com/vi/2x8UzELvKlY/maxresdefault.jpg,Neutral
547,Der Name der Rose,Jean-JacquesAnnaud,"SeanConnery, ChristianSlater, HelmutQualtinger, ElyaBaskin",7.7,"Drama,History,Mystery",130min,UA,1986,bZD57tuC2AI,https://img.youtube.com/vi/bZD57tuC2AI/maxresdefault.jpg,Sad
548,Nebraska,AlexanderPayne,"BruceDern, WillForte, JuneSquibb, BobOdenkirk",7.7,"Adventure,Comedy,Drama",115min,UA,2013,T9OTqMFMInM,https://img.youtube.com/vi/T9OTqMFMInM/maxresdefault.jpg,Happy
549,The Man Who Shot Liberty Valance,JohnFord,"JamesStewart, JohnWayne, VeraMiles, LeeMarvin",8.1,"Drama,Western",123min,U,1962,mejzuQ9kVbs,https://img.youtube.com/vi/mejzuQ9kVbs/maxresdefault.jpg,Neutral
550,La dolce vita,FedericoFellini,"MarcelloMastroianni, AnitaEkberg, AnoukAimée, YvonneFurneaux",8,"Comedy,Drama",174min,A,1960,TX_csdgqhxA,https://img.youtube.com/vi/TX_csdgqhxA/maxresdefault.jpg,Happy
